ID,GD1,GD2,GD3,GD4,GR1,GR2,GR3,GR4
R_8jeYcIzX1Gm5DB7,"Liberal ","Anti-conservative ","Uninformed ","Pro-bigger government","Rich","Religious","Racist","Stupid"
R_6WgAIhGpiJii5H7,"Pro-abortion","Pro-gay marriage","Anti-gun","Pro-drug use","Resentful","Ignorant","Disgusted","Angry"
R_dopOGpCtvMv6Sj3,"Liberal","Liberal","Liberal","Liberal","Religious","Authoritarian","Racist","Anti-gay"
R_WCYK9Slh5yDlsQ1,"Open-minded","Liberal","Intelligent","Young","Racist","Homophobic","Oppressed","Right-Wing"
R_3Eh7uumGc4jjkDH,"Liberal ","Female ","Young ","Upper Class","Ignorant ","Racist ","Inbred ","Bigoted"
R_3POqbBegYDcxyJL,"Liberals / Leftists","","","","Rich","White","White","White"
R_u9bO4g41zXYBGG5,"Democrats are compassionate","Democrats are politically-active","Democrats are intelligent","Democrats are liberal","Religious","Middle-aged","Rural","Conservative"
R_1hS7AAS10OyO5fI,"Liberal","Socialist","Narcissistic","Arrogant","Ignorant","Racist","Anti-science","Homophobic"
R_3NxiTvByxaao0as,"Open-minded ","Compassionate ","Tolerant ","Liberal","Religious","Racist","Rich","Old"
R_3Pod0xP1ps2CUhG,"Anti-Republican","Pro-abortion","Unpatriotic","Anti-American","Religious","Conservative","Racist","Young"
R_6tcDMFYl30NXvqR,"Abortion","Undocumented Immigrants","Medical Marijuana","Gay Marriage","Religious","Anti-abortion","White","Rich"
R_3j86gNm1xKjjwQ2,"Liberals","Hopeful ","Eclectic and ","Inclusive","Ignorant","Self-righteous","Vicious","Hypocrites"
R_3CT60WgULHx6zSR,"Politically correct if not dogmatic","Anti-American given the failure of the Obama administration to date","Big government","Undereducated given the lack of critical thinking and the prevalence of politically correct dogma from the left","Blunt","Patriotic","Conservative","Selfish"
R_50jSco1eAyTFYDH,"Democratic Party supporters are motivated by compassion ","Democratic Party supporters are open-minded ","Democratic Party supporters are tolerant ","Democratic Party supporters want the government to take more action ","Christian","Conservative","Anti-abortion","Conservative"
R_3kbud4NWArzsYDD,"Pro-choice","Pro-women's rights","Pro-gay rights","Pro-healthcare reform","Pro-choice","Religious","Old","Rich"
R_1n0zAhhfh2REWCf,"Liberal ","Socialist ","Progressive ","Fiscally irresponsible","Greedy","Racists","Homophobic","Rich"
R_DUzIO0EpW1SWfQd,"white","female","upper-class","young","Religious ","Conservative ","White ","Socially intolerant"
R_ug1qqyIl5AyqL05,"Liberal","Intelligent","Intellectual","Educated","Bigots racists","Religious fanatics","Racist","Conservative in the political sense of the word"
R_1H1uIwuXmxSopLb,"Liberals ","Liberals ","Liberals ","Liberals","Honest and Trustworthy ","Fiscally Conservative ","Religious ","Pro-Family"
R_5auhfcmnsAaDHut,"Old","Female","Middle class","Conservative","Religious","Conservative","Staunch","Anti-abortion"
R_vVJC1eqwoRGCYmZ,"Liberal","Progressive","Liberal","Liberal","Conservative ","Christian/Religious ","White/Caucasian ","Middle Class"
R_etb2cssJWdEmQlX,"Liberal","Pro-choice","Intelligent","Democratic","Conservative","Religious","White","Rural"
R_2zLMMZp5L7KvFhR,"Racist ","Lazy ","Entitled ","Irresponsible","Conservative","White","Christian","Male"
R_3sofFGHroPW8aDo,"Pro-choice","Poor","Young","Female","People who are racist.","Young, white male, conservative.","Religious, white, American-born, conservative.",""
R_ZlNHSPdjryIz6r7,"Indoctrinated  ","Controlled  ","Naive  ","Asleep","I am not a Republican","I don't know what you mean by Republican.","I don't believe in political parties.","I am an American."
R_4Np1iSY9TY3Tqsd,"smart","clueless","lazy","unwilling to grow up","Disgusted with government ","Pessimistic about the future ","Anti-Obama ","Interested in anti-abortion"
R_1CCOX8IQ5J2I9h8,"Liberal","open-minded","educated","accepting","Conservative","Family-Oriented","Christian","Country-First"
R_3qaMgccBe0UdYND,"Uneducated","Poor","Unintelligent","Unsuccessful","Intelligent","Hard-working","Strong","Patriotic"
R_bPeKlUIz3YJDio5,"Liberal","Educated","Experienced","Knowledgeable","Religious ","Pro-Life ","Anti-Immigration ","Pro-Gun"
R_2XbrXSsQxgXvTSt,"Intelligent","Open-minded","Intelligent","Smart","Intelligent","Conservative","Hard-working","Patriotic"
R_3yHyiO9uurDwhPz,"People who support the Democratic Party are more educated","People who support the Democratic Party are more liberal","People who support the Democratic Party are more tolerant","People who support the Democratic Party are more idealistic","Conservative ","Conservative ","Conservative ","Conservative"
R_bvJqMEUrF2nHUNv,"Compassionate","Fair","Tolerant","Empathetic","Conservative","Moderate","Christian","Republican"
R_3nub0qW885CrLh9,"Liberal ","Democrat ","Male ","Young","White ","Christian ","Straight ","Rich"
R_3P6MXigGycStffX,"I am not a racist -- because I do not believe in racism","I am not a sexist -- because I believe in equality for all","I am not homophobic -- because I believe in equality for all","I do not believe in war","Homophobic","Racist","Homophobic","Racist"
R_0cTo5Y2O6OeqcEx,"Liberal ","Liberal ","Liberal ","Liberal","Conservative (in terms of values, not politics)","Pessimistic about the country's future","Afraid of change","Respect authority"
R_2zZ8hDtxWH1mEBc,"Pro-gay rights","Pro-abortion","Pro-affirmative action","Pro-drug legalization","Religious ","Old white men ","Racist ","Rich"
R_2BljwoiOd6Fv8sl,"Poor","Uneducated","Ideologically extreme","Politically correct","Christian ","Conservative ","Misanthropic ","Racist"
R_ezf3A4PAtQE6d4V,"Liberal","Young","Less educated","More likely to be poor","God-fearing ","Patriotic ","Family-oriented ","Conservative"
R_3hmyRrQ39HB28Mp,"Pro-choice","Liberal","Left-wing","Feminist","poor","stupid","racist","Christian"
R_8APnqSCnlvJaChX,"Religious","Liberals","White","Ethnocentric","Oppose abortion","Favor smaller government","Oppose gay marriage","Support the USA"
R_2fX8SHmNC7HX1TD,"People who support the Democratic Party care about the world and want to make it a better place","People who support the Democratic Party want everyone to be treated equally","People who support the Democratic Party want everyone to have equal opportunities","People who support the Democratic Party are intelligent","White","Wealthy","Male","Christian"
R_1LegnlHDDfF7okK,"Liberals","Intelligent","Anti-American","Young","Right-wing","Christian","White","Conservative"
R_2CxEYEi8IZIreV1,"Unhappy and out of touch with reality ","Self-righteous and arrogant ","Unhappy and out of touch with reality","When I am asked why I am a moderate","Intelligent","Patriotic","Conservative","Racist"
R_4MxXGAIMtFCjuJL,"Individuals","People","Fairness","Social Justice","Racist","Homophobic","Intolerant","Rich"
R_3ReLLNmMxqpZbDL,"Liberal","Anti-American","Poor","Liberal","Conservative","Racist","Hateful","Bitter"
R_0Dmwk2SBy8JGYsZ,"Liberalism is an ideology that is based on the idea that people should be free to do and think whatever they want.","I am a Democrat because I believe in the liberal ideology of the Democratic Party.","","","Older","white","male","Christian"
R_2CCDxHMiaPyBbX3,"Open-minded ","Generous ","Inclusive ","Progressive","Racist ","Homophobic ","Tight-ass ","Rich"
R_2dGTUze4nbHGg5h,"Out of Touch with the majority of Americans   ","Elitist  ","Inefficient  ","Irrelevant","Conservative","Middle-Aged White Males","Middle-Class","Christian"
R_cCFr7LmIgrDXoYN,"Hopeful","Good","Pro-business","Compassionate","Insecure","Lacking self-control","Moralistic","Upper-class"
R_3fcqTp3NFbBttGx,"snotty","ineffectual","petty","self-righteous","religious","rich","white","male"
R_2uCmA4Jvi4Dznx9,"People who are liberal on social issues","People who are compassionate","People who are idealistic","People who are non-racist","Christian","Conservative","Racist","Straight"
R_PHsGZnJ2txPAnIt,"Disloyal to the United States and its national interests","Anti-American","Pro-socialism","Pro-Islam","Angry","Overweight","Overpaid","Over-entitled"
R_1P8cwwRBx5A4psS,"Intelligent","Educated","Liberal","Open-minded","Conservative","Religious","Racist","Homophobic"
R_8l8cjOQ6B5s2qrP,"Religious people","Traditional people","People who want high taxes","People who want welfare","Religious","Conservative","Uptight","Racist"
R_6L3HkLTbTbcmu8t,"intelligent","young","liberal","urban","Racist ","Homophobic ","Islamophobic ","Religious"
R_9mnBPQedZ0Fkx9j,"The poor no surprise","Those who are not educated the majority of Democrats are college educated","Those who are religious there are just as many religious Republicans as there are Democrats ","Those who are black blacks vote overwhelmingly for Democrats","Patriotic ","Conservative ","God-fearing ","Nationalistic"
R_bpdOcTRWNdnkI4V,"More socially liberal","More economically liberal","Liberal","Left-leaning","White","Wealthy","Conservative Religious","Male"
R_2Pur2wGki0j2BJ4,"Liberal ","Democrat ","Poor ","Old","Racist . The Republican Party has been the party of white men since its inception. The white men who founded the party were racist, sexist, and homophobic. These men did not want to see their power eroded by equal rights for minorities. They were able to use racism to keep the support of poor whites.","Homophobic . After the Civil War, the Republican Party resorted to racism and homophobia to maintain their power. They spread the lie that blacks were inferior. They spread the lie that blacks were responsible for the high rates of crime in America. They spread the lie that blacks were responsible for the high rates of poverty in America","",""
R_6mmUBCihk5O2CRn,"Ignorant","Racist","Lazy and","Stupid","Rich white men","Racist","Ignorant","Mean and cruel"
R_3hbZLROIp6fa6pq,"Liberal ","Young ","Female ","Poor","Ignorant","Religious","Bigoted","Racist"
R_2OGx3xFza8QUR23,"Liberals","","","","White","Middle-aged","Old","Straight"
R_2tKlTLNEVtllKuA,"Liberal","Uninformed","Evil","Racist","Religious ","Pro-Life ","White ","Conservative"
R_eJRNunRNTZFbUUJ,"Open-minded","Welcoming","Liberal","Intelligent","White","Conservative","Christian","Male"
R_1mOfQqKkQz1gt5X,"Leftist","Racist","Homophobic","Anti-American","Racist ","Homophobic ","Ignorant ","Anti-Science"
R_1QKuBTiaYyIt4sG,"Liberal","Female","Poor","Old","Racist ","Religious ","Ignorant ","Rich In terms of my economic status"
R_eOJG686ajPASt4p,"Open-minded","Intelligent","Liberal","Progressive","Conservative","Anti-abortion","Bigoted","Racist"
R_2xWNfAR0jj8qwD7,"Liberal ","Incorrigible ","Irredeemable ","Delusional","Inhuman, racist, homophobic, anti-women, anti-education, anti-worker, anti-health care, anti-society, anti-environment, anti-American.","They do not know the meaning of the word 'values.'","They are anti",""
R_2gDxTzL4OEeECnH,"Racist","Liberal","Atheist","Democrat","Men","White","Conservative","Old"
R_aVpaf64xJu0w4Pb,"Liberal","Anti-government","Progressive","Socialist","Religious","Pro-life","Conservative","Anti-gay"
R_3prqAAuaHHK8Vu6,"People who believe in social justice and want to help the poor","People who believe that religion should play a large role in government","Young people","Liberals","Patriotic","In general","In general","I would say fair"
R_10q42vNHveKt3TL,"Liberals","Open-minded","Younger","Left-leaning","Religious","Conservative","White","Conservative"
R_3MiguwNjQvB3Dp7,"young","white","upper-class","well-educated","Conservative","Straight","Christian","Middle-class"
R_2pMCXVWpR6ajHxO,"Liberals","Liberal","Left-wing","Democrat","White","Male","Straight","Rich"
R_b1ThhJjBZVK9LPD,"Liberals","Democrats","Leftists","Gay","Religious ","Old","White","Conservative"
R_bj6YnQ3t2B1ucQJ,"Democrats are the party of the working class","Democrats want to help the poor","Democrats have compassion for the poor","Democrats want to help everyone","I am a Republican","The Republican Party reflects my view of the world","",""
R_3ldMyGewOoYe1Lr,"Liberals","Democrats","Democrats","Libertarians","Racist","Homophobic","Lazy","Uneducated"
R_aYphnWimRNUA1Jb,"Liberal","Intellectual","Young","Female","Religious ","Conservative ","Straight ","Right-Wing"
R_eJLK0pMKFmfpYMZ,"Open-minded","Compassionate","Tolerant","Liberal","Rich","Conservative","Male","Independent"
R_8H23rdP5o18x7Hn,"People who believe in working together to solve problems","People who are compassionate","People who want to help others","People who are not afraid to try new things","middle-class","old","male","conservative"
R_3Hn4Veie2cfpLkM,"Smart ","Hard-working ","Fair ","Rational","They are afraid of what is different from themselves","They are intolerant of others","They are close-minded","They are unintelligent"
R_2PofnsCWRHWsCPN,"Liberal ","Progressive ","Fiscally Conservative ","Socially Tolerant","Ignorant","Racist","Homophobic","Stupid"
R_8c9AdovcXFyEx1f,"Socially liberal","Fiscally conservative","Young people","Lower class","Conservative","Religious","White","Older"
R_PLOoTWd92PcV8HL,"Liberal","Intelligent","Young","Educated","Patriarchy","Homophobia","Racism","Religion"
R_1JLq1S6CQDHshrC,"Liberal ","Politically Correct ","Utopian ","Compassionate","Blatantly racist","Out of touch","Misinformed self-righteously","Ignorant"
R_Drfpf4xzkBTBT1f,"Pro-education ","Pro-minority ","Pro-minorities ","Pro-women","Religious ","Conservative ","Christian ","White"
R_3iF6ldf66FrcTal,"More Liberal","Democrat","Progressive","Moderate-Conservative","Religious","Racist","Straight","Old"
R_4V04U1vYwVvoKb3,"Warm ","Compassionate ","Moderate ","Caring","Gay marriage is a right/should be legal","Gay marriage is a sin/unnatural","People who are on welfare are lazy","The second amendment grants us the right to bear arms"
R_2ou7QuGAaUCLxTT,"Liberal","open-minded","compassionate","pro-choice","anti-government","pro-military","pro-business","religiously devoted"
R_2whJUqfLGiiyYGK,"Liberal ","Independent ","Catholic ","Female","Religious","Opposed to Government","Conservative","White"
